iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CAN,North America,Canada,20/10/2021,1698515,2727,2.857.714,28698,41,39.429,44.618.023,71.635,75.069,753.863,1.077,1.036,0.88,695,18.257,2329,61.18,,,,,78176,45290975,1.189.741,2.054,92732,2.436,0.031,32.4,tests performed,57908572,29630462,27862601,415509,82775,82122,152.12,77.84,73.19,1.09,2157,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,21/10/2021,1701354,2839,2.812.143,28722,24,35.429,44692.6,74.577,73.872,754.494,0.63,0.931,0.88,687,18.047,2321,60.97,,,,,103462,45394437,1.192.459,2.718,95534,2.51,0.029,34,tests performed,57995493,29658027,27905769,431697,86921,80323,152.35,77.91,73.31,1.13,2110,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,22/10/2021,1704019,2665,2701,28782,60,37.286,44.762.606,70.006,70.952,756.07,1.576,0.979,0.88,670,17.6,2239,58.816,,,,,101847,45496284,1.195.135,2.675,94278,2.477,0.029,34.9,tests performed,58087804,29684652,27954352,448800,92311,78872,152.59,77.98,73.43,1.18,2072,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,23/10/2021,1705750,1731,2.732.143,28797,15,37.571,44.808.078,45.471,71.77,756.464,0.394,0.987,0.88,654,17.18,2227,58.501,,,,,93582,45589866,1.197.593,2.458,91344,2.4,0.03,33.4,tests performed,58132709,29698585,27981574,452550,44905,78275,152.71,78.01,73.5,1.19,2056,64.35,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,24/10/2021,1707278,1528,2.770.714,28801,4,36.571,44.848.216,40.139,72.783,756.569,0.105,0.961,0.87,648,17.022,2084,54.744,,,,,87124,45676990,1.199.882,2.289,89187,2.343,0.031,32.2,tests performed,58169651,29710648,28005450,453553,36942,77365,152.8,78.05,73.57,1.19,2032,64.35,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,25/10/2021,1710785,3507,2.488.714,28858,57,34.571,44.940.341,92.125,65.376,758.066,1.497,0.908,0.86,645,16.943,2036,53.483,,,,,77884,45754874,1.201.928,2.046,87780,2.306,0.028,35.3,tests performed,58279150,29736454,28067358,475338,109499,76019,153.09,78.11,73.73,1.25,1997,64.35,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,26/10/2021,1712581,1796,2399,28894,36,33.857,44987.52,47.179,63.019,759.012,0.946,0.889,0.86,643,16.891,2133,56.031,,,,,64544,45819418,1.203.623,1.695,86660,2.276,0.028,36.1,tests performed,58361577,29755917,28108320,497340,82427,76540,153.31,78.17,73.84,1.31,2011,64.35,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,27/10/2021,1715122,2541,2.372.429,28934,40,33.714,45.054.269,66.749,62.321,760.063,1.051,0.886,0.87,636,16.707,2102,55.217,,,,,64229,45883647,1205.31,1.687,84667,2.224,0.028,35.7,tests performed,58435718,29774841,28148249,512628,74141,75307,153.5,78.22,73.94,1.35,1978,64.35,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,28/10/2021,1717762,2640,2344,28981,47,37,45.123.619,69.35,61.574,761.297,1.235,0.972,0.88,638,16.76,2048,53.799,,,,,111677,45995324,1.208.244,2.934,85841,2.255,0.027,36.6,tests performed,58517874,29799354,28188539,529981,82156,74626,153.72,78.28,74.05,1.39,1960,64.35,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,29/10/2021,1720340,2578,2.331.571,29005,24,31.857,45191.34,67.721,61.248,761.928,0.63,0.837,0.88,630,16.549,2027,53.247,,,,,96988,46092312,1.210.792,2.548,85147,2.237,0.027,36.5,tests performed,58594006,29825652,28228169,540185,76132,72315,153.92,78.35,74.15,1.42,1900,64.35,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,30/10/2021,1721987,1647,2.319.571,29016,11,31.286,45.234.605,43.265,60.932,762.217,0.289,0.822,0.88,631,16.576,2017,52.984,,,,,92802,46185114,1.213.229,2.438,85035,2.234,0.027,36.7,tests performed,58633850,29836631,28252065,545154,39844,71592,154.02,78.38,74.21,1.43,1881,64.35,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,31/10/2021,1723506,1519,2.318.286,29022,6,31.571,45.274.507,39.902,60.899,762.374,0.158,0.829,0.87,630,16.549,1900,49.911,,,,,72750,46257864,1.215.141,1.911,82982,2.18,0.028,35.8,tests performed,58666567,29846340,28273755,546472,32717,70988,154.11,78.4,74.27,1.44,1865,64.35,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,01/11/2021,1726732,3226,2.278.143,29077,55,31.286,45359.25,84.743,59.844,763.819,1.445,0.822,0.87,593,15.577,1858,48.808,,,,,66084,46323948,1.216.876,1.736,81296,2.136,0.028,35.7,tests performed,58758955,29862687,28320571,575697,92388,68544,154.35,78.45,74.39,1.51,1801,67.13,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,02/11/2021,1728543,1811,2.280.286,29110,33,30.857,45.406.823,47.573,59.9,764.686,0.867,0.811,0.86,589,15.472,1975,51.881,,,,,83093,46407041,1.219.059,2.183,83946,2.205,0.027,36.8,tests performed,58814173,29871106,28341249,601818,55218,64657,154.5,78.47,74.45,1.58,1698,67.13,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,03/11/2021,1730818,2275,2.242.286,29149,39,30.714,45.466.585,59.762,58.902,765.71,1.024,0.807,0.86,586,15.394,1987,52.196,,,,,71327,46478368,1.220.933,1.874,84960,2.232,0.026,37.9,tests performed,58889064,29889355,28375301,624408,74891,64764,154.69,78.52,74.54,1.64,1701,67.13,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,04/11/2021,1733440,2622,2.239.714,29169,20,26.857,45.535.462,68.877,58.835,766.236,0.525,0.706,,555,14.579,1947,51.145,,,,,102178,46580546,1.223.617,2.684,83603,2.196,0.027,37.3,tests performed,58964890,29909571,28410160,645159,75826,63859,154.89,78.57,74.63,1.69,1678,67.13,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,05/11/2021,1735964,2524,2232,29185,16,25.714,45.601.764,66.303,58.632,766.656,0.42,0.675,,543,14.264,1906,50.068,,,,,,,,,,,,,,59036291,29927321,28442945,666025,71401,63184,155.08,78.62,74.72,1.75,1660,67.13,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,06/11/2021,1737252,1288,2.180.714,29192,7,25.143,45.635.599,33.834,57.285,766.84,0.184,0.66,,139,3.651,464,12.189,,,,,,,,,,,,,,59063752,29934319,28456166,673267,27461,61415,155.15,78.63,74.75,1.77,1613,,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
