iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CAN,North America,Canada,23/08/2021,1481438,5428,2546,26815,22,15.714,38.915.661,142.587,66.88,704.399,0.578,0.413,1.32,345,9.063,845,22.197,,,,,57327,39932569,1.048.982,1.506,68500,1.799,0.037,26.9,tests performed,52686659,27708538,24963311,14810,126784,117814,138.4,72.79,65.58,0.04,3095,60.65,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,24/08/2021,1483660,2222,2.597.429,26849,34,18.429,38974.03,58.369,68.231,705.292,0.893,0.484,1.31,352,9.247,960,25.218,,,,,72324,40004893,1.050.882,1.9,69345,1.822,0.037,26.7,tests performed,52803195,27740026,25047929,15240,116536,114844,138.71,72.87,65.8,0.04,3017,60.65,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,25/08/2021,1487197,3537,2.766.143,26919,70,22.429,39.066.943,92.913,72.663,707.131,1.839,0.589,1.3,367,9.641,991,26.032,,,,,62211,40067104,1.052.516,1.634,69951,1.838,0.04,25.3,tests performed,52908003,27774820,25117505,15678,104808,112037,138.98,72.96,65.98,0.04,2943,64.35,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,26/08/2021,1490617,3420,2.830.571,26929,10,20.714,39.156.783,89.839,74.356,707.394,0.263,0.544,1.29,388,10.192,1051,27.609,,,,,83484,40150588,1.054.709,2.193,70988,1.865,0.04,25.1,tests performed,53030236,27814523,25199542,16171,122233,109996,139.3,73.07,66.2,0.04,2889,69.91,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,27/08/2021,1494397,3780,2.942.286,26946,17,22.286,39.256.079,99.296,77.29,707.84,0.447,0.585,1.28,395,10.376,1092,28.686,,,,,84945,40235533,1.056.941,2.231,72043,1.892,0.041,24.5,tests performed,53144713,27853488,25274560,16665,114477,108318,139.61,73.17,66.39,0.04,2845,69.91,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,28/08/2021,1495859,1462,3.000.714,26953,7,23.143,39.294.484,38.405,78.825,708.024,0.184,0.608,1.27,402,10.56,1142,29.999,,,,,89614,40325147,1.059.295,2.354,73501,1.931,0.041,24.5,tests performed,53222030,27877263,25327519,17248,77317,105293,139.81,73.23,66.53,0.05,2766,69.91,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,29/08/2021,1497283,1424,3039,26954,1,23,39.331.891,37.407,79.831,708.05,0.026,0.604,1.26,398,10.455,1011,26.558,,,,,80653,40405800,1.061.414,2.119,75794,1.991,0.04,24.9,tests performed,53285635,27895354,25372546,17735,63605,103680,139.98,73.28,66.65,0.05,2724,69.91,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,30/08/2021,1504157,6874,3.245.571,26972,18,22.429,39.512.463,180.572,85.257,708.523,0.473,0.589,1.26,432,11.348,1116,29.316,,,,,70390,40476190,1.063.263,1.849,77660,2.04,0.042,23.9,tests performed,53415585,27940633,25456903,18049,129950,104132,140.32,73.4,66.87,0.05,2735,69.91,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,31/08/2021,1507092,2935,3.347.429,26989,17,20,39.589.562,77.099,87.933,708.97,0.447,0.525,1.24,452,11.874,1290,33.887,,,,,63438,40539628,1.064.929,1.666,76391,2.007,0.044,22.8,tests performed,53497694,27969936,25509289,18469,82109,99214,140.53,73.47,67.01,0.05,2606,69.91,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,01/09/2021,1511046,3954,3407,27020,31,14.429,39.693.429,103.867,89.498,709.784,0.814,0.379,1.23,465,12.215,1352,35.515,,,,,66004,40605632,1.066.663,1.734,76933,2.021,0.044,22.6,tests performed,53595397,28004278,25571895,19224,97703,98199,140.79,73.56,67.17,0.05,2580,69.91,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,02/09/2021,1515042,3996,3.489.286,27045,25,16.571,39.798.399,104.97,91.659,710.441,0.657,0.435,1.22,473,12.425,1360,35.726,,,,,87567,40693199,1.068.963,2.3,77516,2.036,0.045,22.2,tests performed,53689261,28042523,25626432,20306,93864,94146,141.04,73.66,67.32,0.05,2473,71.76,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,03/09/2021,1519248,4206,3.550.143,27061,16,16.429,39.908.886,110.487,93.258,710.861,0.42,0.432,1.21,489,12.845,1416,37.197,,,,,88400,40781599,1.071.285,2.322,78009,2.049,0.046,22,tests performed,53798665,28088923,25687776,21966,109404,93422,141.32,73.79,67.48,0.06,2454,71.76,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,04/09/2021,1520892,1644,3.576.143,27069,8,16.571,39.952.072,43.186,93.941,711.071,0.21,0.435,1.2,491,12.898,1402,36.829,,,,,88705,40870304,1.073.616,2.33,77880,2.046,0.046,21.8,tests performed,53876362,28120395,25732276,23691,77697,93476,141.53,73.87,67.6,0.06,2456,71.76,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,05/09/2021,1522625,1733,3.620.286,27072,3,16.857,39.997.596,45.524,95.101,711.15,0.079,0.443,1.19,501,13.161,1359,35.699,,,,,79147,40949451,1.075.695,2.079,77664,2.04,0.047,21.5,tests performed,53935115,28142374,25767831,24910,58753,92783,141.68,73.93,67.69,0.07,2437,71.76,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,06/09/2021,1523668,1043,2.787.286,27073,1,14.429,40.024.994,27.398,73.219,711.176,0.026,0.379,1.19,526,13.817,1401,36.803,,,,,73872,41023323,1.077.635,1.941,78162,2.053,0.036,28,tests performed,53970557,28156445,25788420,25692,35442,79282,141.77,73.96,67.74,0.07,2083,71.76,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,07/09/2021,1533589,9921,3.785.286,27122,49,19,40.285.607,260.613,99.435,712.464,1.287,0.499,1.23,567,14.894,1567,41.163,,,,,61717,41085040,1.079.256,1.621,77916,2.047,0.049,20.6,tests performed,54083751,28203043,25854390,26318,113194,83722,142.07,74.09,67.92,0.07,2199,68.98,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,08/09/2021,1537294,3705,3.749.714,27164,42,20.571,40.382.934,97.326,98.501,713.567,1.103,0.54,1.21,598,15.709,1739,45.682,,,,,66077,41151117,1.080.992,1.736,77926,2.047,0.048,20.8,tests performed,54168372,28238849,25901605,27918,84621,81854,142.29,74.18,68.04,0.07,2150,68.98,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,09/09/2021,1541555,4261,3.787.571,27190,26,20.714,40.494.865,111.932,99.495,714.25,0.683,0.544,1.2,597,15.682,1789,46.995,,,,,77185,41228302,1083.02,2.028,76443,2.008,0.05,20.2,tests performed,54265600,28280473,25955354,29773,97228,82334,142.55,74.29,68.18,0.08,2163,66.2,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,10/09/2021,1546154,4599,3.843.714,27230,40,24.143,40.615.675,120.81,100.97,715.301,1.051,0.634,1.19,616,16.182,1824,47.914,,,,,96398,41324700,1.085.552,2.532,77586,2.038,0.05,20.2,tests performed,54363643,28322152,26009820,31671,98043,80711,142.81,74.4,68.32,0.08,2120,66.2,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,11/09/2021,1547067,913,3.739.286,27235,5,23.714,40.639.659,23.983,98.227,715.432,0.131,0.623,1.18,626,16.444,1845,48.466,,,,,97707,41422407,1.088.119,2.567,78872,2.072,0.047,21.1,tests performed,54432684,28348282,26050898,33504,69041,79475,142.99,74.47,68.43,0.09,2088,66.2,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,12/09/2021,1549841,2774,3888,27247,12,25,40.712.529,72.87,102.133,715.747,0.315,0.657,1.18,632,16.602,1771,46.522,,,,,90933,41513340,1.090.507,2.389,80556,2.116,0.048,20.7,tests performed,54487220,28367397,26084908,34915,54536,78872,143.13,74.52,68.52,0.09,2072,66.2,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,13/09/2021,1559129,9288,5.065.857,27289,42,30.857,40.956.514,243.985,133.074,716.85,1.103,0.811,1.17,671,17.626,1907,50.095,,,,,80018,41593358,1.092.609,2.102,81434,2.139,0.062,16.1,tests performed,54593908,28413716,26144405,35787,106688,89050,143.41,74.64,68.68,0.09,2339,66.2,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,14/09/2021,1563143,4014,4222,27315,26,27.571,41.061.957,105.443,110.907,717.533,0.683,0.724,1.15,687,18.047,2012,52.853,,,,,75502,41668860,1.094.593,1.983,83403,2.191,0.051,19.8,tests performed,54667431,28446401,26184043,36987,73523,83383,143.61,74.73,68.78,0.1,2190,69.91,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,15/09/2021,1567557,4414,4.323.286,27356,41,27.429,41.177.907,115.951,113.568,718.61,1.077,0.721,1.13,690,18.126,2071,54.403,,,,,83652,41752512,1096.79,2.197,85914,2.257,0.05,19.9,tests performed,54751628,28483191,26230177,38260,84197,83322,143.83,74.82,68.9,0.1,2189,69.91,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,16/09/2021,1572228,4671,4.381.857,27377,21,26.714,41.300.609,122.702,115.106,719.162,0.552,0.702,1.12,703,18.467,2091,54.928,,,,,108965,41861477,1.099.653,2.862,90454,2.376,0.048,20.6,tests performed,54847057,28523234,26283747,40076,95429,83065,144.08,74.93,69.04,0.11,2182,69.91,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,17/09/2021,1577335,5107,4.454.429,27421,44,27.286,41.434.764,134.155,117.013,720.318,1.156,0.717,1.11,712,18.703,2126,55.848,,,,,112092,41973569,1.102.597,2.945,92696,2.435,0.048,20.8,tests performed,55005624,28578244,26342632,84748,158567,91712,144.49,75.07,69.2,0.22,2409,69.91,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,18/09/2021,1579181,1846,4.587.714,27434,13,28.429,41.483.257,48.492,120.514,720.659,0.341,0.747,1.1,704,18.493,2119,55.664,,,,,114844,42088413,1.105.614,3.017,95144,2.499,0.048,20.7,tests performed,55071161,28602926,26381800,86435,65537,91211,144.67,75.14,69.3,0.23,2396,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,19/09/2021,1581003,1822,4.451.714,27445,11,28.286,41.531.118,47.862,116.941,720.948,0.289,0.743,1.09,705,18.52,2061,54.14,,,,,102394,42190807,1.108.304,2.69,96781,2.542,0.046,21.7,tests performed,55124446,28622190,26414669,87587,53285,91032,144.81,75.19,69.39,0.23,2391,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,20/09/2021,1589989,8986,4.408.571,27487,42,28.286,41767.17,236.052,115.808,722.052,1.103,0.743,1.08,725,19.045,2125,55.821,,,,,96459,42287266,1.110.838,2.534,99130,2.604,0.044,22.5,tests performed,55269587,28691501,26484241,93845,145141,96526,145.19,75.37,69.57,0.25,2536,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,21/09/2021,1593674,3685,4.361.571,27539,52,32,41.863.971,96.801,114.573,723.418,1.366,0.841,1.06,725,19.045,2298,60.366,,,,,83252,42370518,1.113.024,2.187,100237,2.633,0.044,23,tests performed,55368414,28735413,26535285,97716,98827,100140,145.45,75.48,69.71,0.26,2631,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,22/09/2021,1597789,4115,4.318.857,27590,51,33.429,41.972.067,108.096,113.451,724.757,1.34,0.878,1.06,749,19.675,2318,60.891,,,,,90615,42461133,1.115.405,2.38,101232,2.659,0.043,23.4,tests performed,55468437,28780371,26586686,101380,100023,102401,145.71,75.6,69.84,0.27,2690,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,23/09/2021,1602413,4624,4.312.143,27636,46,37,42.093.534,121.467,113.275,725.966,1.208,0.972,1.05,742,19.491,2358,61.942,,,,,116899,42578032,1.118.476,3.071,102365,2.689,0.042,23.7,tests performed,55582955,28829308,26647142,106505,114518,105128,146.01,75.73,70,0.28,2762,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,24/09/2021,1606974,4561,4.234.143,27677,41,36.571,42.213.346,119.812,111.226,727.043,1.077,0.961,1.05,768,20.174,2375,62.389,,,,,126785,42704817,1.121.806,3.33,104464,2.744,0.041,24.7,tests performed,55748220,28879443,26712401,156376,165265,106085,146.44,75.86,70.17,0.41,2787,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,25/09/2021,1608019,1045,4.119.714,27690,13,36.571,42.240.797,27.451,108.22,727.384,0.341,0.961,1.05,754,19.807,2399,63.019,,,,,120336,42825153,1.124.967,3.161,105249,2.765,0.039,25.5,tests performed,55819508,28904913,26756796,157799,71288,106907,146.63,75.93,70.29,0.41,2808,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,26/09/2021,1609156,1137,4.021.857,27695,5,35.714,42.270.665,29.868,105.65,727.516,0.131,0.938,1.05,753,19.78,2275,59.762,,,,,96360,42921513,1.127.498,2.531,104387,2.742,0.039,26,tests performed,55885663,28928921,26797883,158859,66155,108745,146.81,75.99,70.39,0.42,2857,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,27/09/2021,1620537,11381,4364,27751,56,37.714,42.569.631,298.966,114.637,728.987,1.471,0.991,1.05,784,20.595,2272,59.683,,,,,84506,43006019,1.129.718,2.22,102679,2.697,0.043,23.5,tests performed,56012033,28980688,26862588,168757,126370,106064,147.14,76.13,70.56,0.44,2786,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,28/09/2021,1624001,3464,4.332.429,27808,57,38.429,42.660.626,90.995,113.808,730.484,1.497,1.009,1.03,779,20.463,2502,65.725,,,,,118497,43124516,1.132.831,3.113,107714,2.83,0.04,24.9,tests performed,56089791,29012561,26903665,173565,77758,103054,147.34,76.21,70.67,0.46,2707,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,29/09/2021,1628329,4328,4.362.857,27875,67,40.714,42.774.318,113.692,114.607,732.244,1.76,1.07,1.02,778,20.437,2462,64.674,,,,,90685,43215201,1.135.213,2.382,107724,2.83,0.041,24.7,tests performed,56187841,29054525,26954551,178765,98050,102772,147.6,76.32,70.81,0.47,2700,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,30/09/2021,1631647,3318,4.176.286,27914,39,39.714,42.861.478,87.16,109.706,733.268,1.024,1.043,1.01,780,20.49,2501,65.698,,,,,117680,43332881,1.138.305,3.091,107836,2.833,0.039,25.8,tests performed,56283491,29090620,27008516,184355,95650,100077,147.85,76.42,70.95,0.48,2629,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,01/10/2021,1637441,5794,4.352.429,27974,60,42.429,43.013.679,152.202,114.333,734.845,1.576,1.115,1,754,19.807,2446,64.254,,,,,123385,43456266,1.141.546,3.241,107350,2.82,0.041,24.7,tests performed,56380720,29121961,27063601,195158,97229,90357,148.11,76.5,71.09,0.51,2374,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,02/10/2021,1639169,1728,4450,27996,22,43.714,43.059.072,45.393,116.896,735.423,0.578,1.148,0.99,752,19.754,2435,63.965,,,,,120803,43577069,1.144.719,3.173,107417,2.822,0.041,24.1,tests performed,56437648,29141321,27099874,196453,56928,88306,148.26,76.55,71.19,0.52,2320,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,03/10/2021,1640565,1396,4487,28002,6,43.857,43.095.743,36.671,117.868,735.58,0.158,1.152,0.98,760,19.964,2329,61.18,,,,,99681,43676750,1.147.338,2.619,107891,2.834,0.042,24,tests performed,56484963,29158045,27129496,197422,47315,85614,148.38,76.59,71.27,0.52,2249,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,04/10/2021,1648942,8377,4.057.857,28054,52,43.286,43.315.797,220.054,106.595,736.946,1.366,1.137,0.97,764,20.069,2343,61.548,,,,,98451,43775201,1.149.924,2.586,109883,2.886,0.037,27.1,tests performed,56595183,29198427,27192143,204613,110220,83307,148.67,76.7,71.43,0.54,2188,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,05/10/2021,1651603,2661,3.943.143,28109,55,43,43.385.699,69.901,103.582,738.391,1.445,1.13,0.95,759,19.938,2522,66.25,,,,,82466,43857667,1152.09,2.166,104736,2.751,0.038,26.6,tests performed,56673334,29229427,27235365,208542,78151,83363,148.87,76.78,71.54,0.55,2190,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,06/10/2021,1655406,3803,3.868.143,28165,56,41.429,43.485.599,99.9,101.612,739.862,1.471,1.088,0.94,752,19.754,2535,66.592,,,,,87463,43945130,1.154.388,2.298,104276,2.739,0.037,27,tests performed,56804875,29270005,27282259,252611,131541,88148,149.22,76.89,71.67,0.66,2316,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,07/10/2021,1659517,4111,3.981.429,28196,31,40.286,43593.59,107.991,104.588,740.676,0.814,1.058,0.93,746,19.597,2563,67.327,,,,,122731,44067861,1.157.612,3.224,104997,2.758,0.038,26.4,tests performed,56890203,29301402,27327103,261698,85328,86673,149.44,76.97,71.79,0.69,2277,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,08/10/2021,1663716,4199,3.753.571,28239,43,37.857,43.703.893,110.303,98.602,741.806,1.13,0.994,0.93,746,19.597,2554,67.091,,,,,118195,44186056,1.160.717,3.105,104256,2.739,0.036,27.8,tests performed,56989754,29337622,27377233,274899,99551,87005,149.71,77.07,71.92,0.72,2286,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,09/10/2021,1665312,1596,3.734.714,28246,7,35.714,43.745.818,41.925,98.107,741.99,0.184,0.938,0.92,752,19.754,2530,66.46,,,,,120991,44307047,1.163.895,3.178,104283,2.739,0.036,27.9,tests performed,57048612,29359466,27413059,276087,58858,87281,149.86,77.12,72.01,0.73,2293,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,10/10/2021,1666908,1596,3.763.286,28254,8,36,43.787.743,41.925,98.857,742.2,0.21,0.946,0.91,753,19.78,2429,63.807,,,,,104882,44411929,1166.65,2.755,105026,2.759,0.036,27.9,tests performed,57096553,29376245,27443437,276871,47941,87370,149.99,77.17,72.09,0.73,2295,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,11/10/2021,1668009,1101,2.723.857,28264,10,30,43.816.665,28.922,71.553,742.463,0.263,0.788,0.9,745,19.57,2450,64.359,,,,,90201,44502130,1.169.019,2.369,103847,2.728,0.026,38.1,tests performed,57122307,29386552,27458515,277240,25754,75303,150.05,77.2,72.13,0.73,1978,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,12/10/2021,1675805,7796,3.457.429,28343,79,33.429,44.021.457,204.792,90.823,744.538,2.075,0.878,0.93,741,19.465,2379,62.494,,,,,69946,44572076,1.170.857,1.837,102058,2.681,0.034,29.5,tests performed,57243492,29435771,27512014,295707,121185,81451,150.37,77.32,72.27,0.78,2140,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,13/10/2021,1678511,2706,3.300.714,28422,79,36.714,44.092.541,71.083,86.706,746.613,2.075,0.964,0.92,737,19.36,2466,64.779,,,,,69775,44641851,1172.69,1.833,99532,2.615,0.033,30.2,tests performed,57333720,29451836,27559847,322037,90228,75549,150.61,77.37,72.4,0.85,1985,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,14/10/2021,1681669,3158,3.164.571,28474,52,39.714,44.175.498,82.957,83.13,747.979,1.366,1.043,0.91,731,19.203,2460,64.621,,,,,83845,44725696,1.174.892,2.203,93976,2.469,0.034,29.7,tests performed,57433234,29484741,27610765,337728,99514,77576,150.87,77.45,72.53,0.89,2038,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,15/10/2021,1685112,3443,3.056.571,28521,47,40.286,44.265.941,90.444,80.293,749.214,1.235,1.058,0.91,736,19.334,2447,64.28,,,,,110644,44836340,1.177.799,2.906,92898,2.44,0.033,30.4,tests performed,57535702,29520825,27661425,353452,102468,77993,151.14,77.55,72.66,0.93,2049,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,16/10/2021,1686625,1513,3.044.714,28534,13,41.143,44.305.686,39.745,79.981,749.555,0.341,1.081,0.9,740,19.439,2412,63.36,,,,,114118,44950458,1.180.796,2.998,91916,2.415,0.033,30.2,tests performed,57584787,29536806,27692198,355783,49085,76596,151.27,77.59,72.74,0.93,2012,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,17/10/2021,1687883,1258,2.996.429,28545,11,41.571,44.338.732,33.046,78.713,749.844,0.289,1.092,0.9,743,19.518,2328,61.154,,,,,102220,45052678,1.183.482,2.685,91536,2.405,0.033,30.5,tests performed,57628093,29551597,27719725,356771,43306,75934,151.38,77.63,72.82,0.94,1995,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,18/10/2021,1693364,5481,3.622.143,28616,71,50.286,44.482.712,143.98,95.149,751.709,1.865,1.321,0.89,745,19.57,2296,60.313,,,,,87734,45140412,1.185.786,2.305,91183,2.395,0.04,25.2,tests performed,57747017,29583661,27781021,382335,118924,89244,151.69,77.71,72.98,1,2344,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,19/10/2021,1695788,2424,2.854.714,28657,41,44.857,44.546.387,63.676,74.99,752.786,1.077,1.178,0.88,717,18.835,2407,63.229,,,,,72387,45212799,1.187.688,1.902,91532,2.404,0.031,32.1,tests performed,57825797,29606935,27817552,401310,78780,83186,151.9,77.77,73.07,1.05,2185,68.06,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
